location_code,location_name,average_rating
X128,Mott Hall III,7.380952380952381
X129,M.S. 129 Academy for Independent Learning and Lead,6.875
X130,P.S. 130 Abram Stevens Hewitt,7.758064516129032
X131,J.H.S. 131 Albert Einstein,7.9411764705882355
X132,P.S. 132 Garret A. Morgan,7.733333333333333
X133,Icahn Charter School 6,7.0
X134,P.S. 134 George F. Bristow,7.633333333333334
X138,P.S. 138 Samuel Randall,6.0
X140,P.S. X140 The Eagle School,7.393939393939394
X141,Riverdale / Kingsbridge Academy (Middle School / H,7.285714285714286
X142,MS 142 John Philip Sousa,7.888888888888889
X143,JHS 143 John Peter Tetard,7.8
X144,J.H.S. 144 Michelangelo,7.321428571428571
X145,J.H.S. 145 Arturo Toscanini,7.363636363636363
X146,P.S. 146 Edward Collins,7.387096774193548
X149,JHS 149 Elijah Clark,7.32258064516129
X150,P.S. 150 Charles James Fox,7.824561403508772
X151,J.H.S. 151 Lou Gehrig,7.264705882352941
X152,P.S. 152 Evergreen,7.773584905660377
X153,P.S. 153 Helen Keller,7.911764705882353
X154,P.S. 154 Jonathan D. Hyatt,7.44
X156,P.S. 156 Benjamin Banneker,7.242424242424242
X157,P.S. 157 Grove Hill,7.5
X158,I S 158 Theodore Gathings,7.575757575757576
X159,P.S. 159 Luis Munoz Marin Biling,7.433333333333334
X160,P.S. 160 Walt Disney,7.384615384615385
X161,P.S. 161 Juan Ponce De Leon School,7.818181818181818
X162,J.H.S. 162 Lola Rodriguez De Tio,7.7560975609756095
X163,P.S. 163 Arthur A. Schomburg,6.96875
X165,Grand Concourse Charter School,6.666666666666667
X166,J.H.S. 166 Roberto Clemente,7.333333333333333
X168,P.S. 168,7.5
X169,Baychester Academy,8.0
X170,P.S. 170,7.0
X174,I.S. 174 Eugene T. Maleska,6.25
X175,P.S. 175 City Island,6.0
X176,P.S. X176,7.911764705882353
X178,P.S. 178 - Dr. Selman Waksman,7.911764705882353
X179,P.S. 179,7.657894736842105
X180,M.S. 180 Dr. Daniel Hale Williams,7.911764705882353
X181,I.S. 181 Pablo Casals,7.911764705882353
X182,P.S. 182,6.571428571428571
X182,P.S. 182,6.571428571428571
X184,I S 184 Rafael C Y Molina,7.730769230769231
X185,Bronx Lighthouse Charter School,7.866666666666666
X186,P186X Walter J. Damrosch School,7.48
X188,P.S. X188,7.2631578947368425
X188,P.S. X188,7.2631578947368425
X189,Cornerstone Academy for Social Action,7.833333333333333
X190,E.S.M.T- I.S. 190,7.416666666666667
X191,IS 191,7.142857142857143
X192,I.S. 192 Piagentini-Jones,7.029411764705882
X194,P.S./M.S. 194,7.780487804878049
X195,P.S. 195,7.7
X196,P.S. 196,7.7
X197,P.S. 197,7.7
X198,P.S. 198,7.5
X199,P.S. 199X - The Shakespeare School,7.21875
X200,New Visions A.I.M. Charter High School II,7.833333333333333
X201,M.S. X201,7.7534246575342465
X202,New Visions Charter High School for Advanced Math,7.685185185185185
X203,M.S. 203,7.4
X204,P.S. 204 Morris Heights,7.1875
X205,P.S. 205 Fiorello LaGuardia,7.366666666666666
X206,I.S. 206 Ann Mersereau,7.517241379310345
X207,P.S. 207,7.764705882352941
X208,New Visions Charter High School for the Humanities,7.764705882352941
X209,P.S. 209,7.516129032258065
X211,P.S. 211,6.956521739130435
X212,P.S. 212,7.5
X213,Bronx Engineering and Technology Academy,7.875
X214,P.S. 214,7.2
X215,Kappa,7.5
X216,Business School for Entrepreneurial Studies,7.8108108108108105
X217,School of Performing Arts,7.8108108108108105
X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,7.2368421052631575
X219,I.S. 219 New Venture School,7.5
X220,P.S. 220 Mott Haven Village School,7.589743589743589
X221,South Bronx Preparatory: A College Board School,7.333333333333333
X222,IS 222,7.6923076923076925
X223,The Laboratory School of Finance and Technology: X,7.333333333333333
X224,P.S./I.S. 224,7.658536585365853
X225,Theatre Arts Production Company School,7.382352941176471
X226,P.S. 226,7.608695652173913
X227,Bronx Collegiate Academy,7.033333333333333
X228,Jonas Bronck Academy,7.8076923076923075
X229,I.S. 229 Roland Patterson,7.375
X230,P.S. 230 Dr Roland N. Patterson,7.375
X231,Eagle Academy for Young Men,6.96875
X232,I.S. 232,7.1875
X233,Family Life Academy Charter School II,7.28
X234,PS 234 Twin Parks,6.823529411764706
X236,P.S. 236 Langston Hughes,7.114285714285714
X237,"The Marie Curie School for Medicine, Nursing, and",7.8
X239,Urban Assembly Academy for History and Citizenship,7.033333333333333
X241,Urban Assembly School for Applied Math and Science,7.037037037037037
X242,Mott Hall V,7.666666666666667
X243,West Bronx Academy for the Future,7.703703703703703
X244,The New School for Leadership and Journalism,7.8
X245,New Day Academy,7.5675675675675675
X246,P.S. 246 Poe Center,7.833333333333333
X248,"Metropolitan High School, The",7.72093023255814
X249,Bronx Health Sciences High School,7.911764705882353
X250,Eximius College Preparatory Academy: A College Boa,7.473684210526316
X250,Eximius College Preparatory Academy: A College Boa,7.473684210526316
X251,Explorations Academy H.S.,7.35
X252,Mott Hall Bronx High School,7.037037037037037
X253,Bronx High School for Writing and Communication Ar,7.821428571428571
X254,I.S. 254,7.678571428571429
X255,Bronx Charter School for Excellence,8.368421052631579
X256,Heketi Community Charter School,7.809523809523809
X257,PS 257 Children's School,7.0
X258,Tech International Charter School,7.882352941176471
X275,High School of Computers and Technology,7.821428571428571
X259,"H.E.R.O. High (Health, Education, and Research Occ",7.764705882352941
X260,Bronx Center for Science and Mathematics,7.473684210526316
X260,Bronx Center for Science and Mathematics,7.473684210526316
X262,Performance Conservatory High School,7.35
X263,Validus Preparatory Academy,7.037037037037037
X264,Bronx Academy for Software Engineering (BASE),7.423076923076923
X265,Bronx Lab School,7.821428571428571
X267,Bronx Latin,7.5675675675675675
X268,Kingsbridge International High School,8.0
X269,Bronx Studio School for Writers and Artists,7.802631578947368
X270,Academy for Scholarship and Entrepreneurship: A Co,7.12
X271,East Bronx Academy for the Future,7.4
X272,Globe School for Environmental Research,7.642857142857143
X273,Frederick Douglass Academy V. Middle School,7.16
X274,The New American Academy at Roberto Clemente State,7.375
X276,Leadership Institute,7.0
X277,P.S. 277,7.7
X278,Peace and Diversity Academy,7.72093023255814
X279,"P.S. 279 Captain Manuel Rivera, Jr.",7.257142857142857
X280,P.S./M.S. 280 Mosholu Parkway,7.588235294117647
X280,P.S./M.S. 280 Mosholu Parkway,7.588235294117647
X282,Women's Academy of Excellence,6.25
X284,Bronx School of Law and Finance,7.875
X286,Fannie Lou Hamer Middle School,7.594594594594595
X287,North Bronx School of Empowerment,7.642857142857143
X288,Collegiate Institute for Math and Science,7.466666666666667
X289,The Young Scholars Academy of The Bronx,7.642857142857143
X290,Bronx Academy of Health Careers,7.821428571428571
X291,P.S. 291,7.695652173913044
X293,Renaissance High School for Musical Theater and th,7.818181818181818
X294,The Walton Avenue School,7.135135135135135
X295,Gateway School for Environmental Research and Tech,6.571428571428571
X296,South Bronx Academy for Applied Media,7.69811320754717
X297,Morris Academy for Collaborative Studies,7.5
X298,Academy of Public Relations,7.69811320754717
X299,Astor Collegiate Academy,7.466666666666667
X300,The School of Science and Applied Learning,6.875
X301,M.S. 301 Paul L. Dunbar,7.416666666666667
X302,M.S. 302 Luisa Dessus Cruz,7.783333333333333
X303,I.S. X303 Leadership & Community Service,7.1875
X304,P.S. 304 Early Childhood School,8.0
X305,Pablo Neruda Academy,6.571428571428571
X306,P.S. 306,7.0606060606060606
X307,Luisa Pineiro Fuentes School of Science and Discov,8.047619047619047
X308,Bronx Dance Academy School,7.428571428571429
X309,South Bronx Charter School for International Cultu,8.0
X310,P.S. 310 Marble Hill,7.933333333333334
X311,Lucero Elementary School,7.135135135135135
X312,Millennium Art Academy,6.571428571428571
X313,I.S. 313 School of Leadership Development,7.071428571428571
X314,Fairmont Neighborhood School,7.391304347826087
X315,P.S. 315 Lab School,8.0
X316,Kappa III,6.875
X318,"I.S. X318 Math, Science & Technology Through Arts",6.956521739130435
X319,Providing Urban Learners Success In Education High,7.0
X320,Pelham Lab High School,7.818181818181818
X321,Crotona Academy High School,7.604651162790698
X322,Aspire Preparatory Middle School,7.434782608695652
X323,Bronx Writing Academy,7.380952380952381
X324,Bronx Early College Academy for Teaching & Learnin,7.333333333333333
X325,Urban Science Academy,7.363636363636363
X326,Bronx Green Middle School,7.434782608695652
X327,Comprehensive Model School Project M.S. 327,7.15
X328,New Millennium Bronx Academy of the Arts,7.363636363636363
X329,DreamYard Preparatory School,7.033333333333333
X331,The Bronx School of Young Leaders,7.0606060606060606
X332,Holcombe L. Rucker School of Community Research,7.847222222222222
X333,The Longwood Academy of Discovery,7.830985915492958
X334,International Community High School,7.658536585365853
X335,The Academy of the Arts,7.830985915492958
X336,Urban Assembly School for the Performing Arts,7.423076923076923
X337,The School for Inquiry and Social Justice,7.694444444444445
X339,I.S. 339,7.071428571428571
X340,P.S. 340,7.875
X341,Accion Academy,7.8108108108108105
X342,International School for Liberal Arts,8.0
X343,Academy of Applied Mathematics and Technology,7.658536585365853
X344,Ampark Neighborhood,7.25
X345,Hyde Leadership Charter School,7.777777777777778
X346,South Bronx Classical Charter School,7.8108108108108105
X347,International Leadership Charter High School,7.882352941176471
X348,Schuylerville Preparatory High School,7.818181818181818
X349,Bronx River High School,7.818181818181818
X350,New Directions Secondary School,7.033333333333333
X351,Bronx Collaborative High School,7.090909090909091
X352,The Vida Bogart School for All Children,7.25
X353,World View High School,7.090909090909091
X355,Bronx Alliance Middle School,7.888888888888889
X357,Young Voices Academy of the Bronx,7.444444444444445
X359,Concourse Village Elementary School,7.305555555555555
X360,P.S. 360,8.0
X361,The Highbridge Green School,7.368421052631579
X362,Icahn Charter School 7,7.775510204081633
X363,Academy For Personal Leadership And Excellence,7.666666666666667
X364,South Bronx Classical Charter School II,7.44
X365,Academy for Language and Technology,7.1875
X366,Urban Assembly Academy of Civic Engagement,7.029411764705882
X367,"Archimedes Academy for Math, Science and Technolog",6.25
X368,In-Tech Academy (M.S. / High School 368),7.875
X369,Young Leaders Elementary School,7.657894736842105
X370,Leaders of Tomorrow,7.642857142857143
X371,Urban Institute of Mathematics,7.029411764705882
X372,Urban Assembly School for Wildlife Conservation,7.25
X374,Knowledge and Power Preparatory Academy Internatio,7.703703703703703
X375,The Bronx Mathematics Preparatory School,6.25
X376,Antonia Pantoja Preparatory Academy: A College Boa,6.571428571428571
X377,Bronx Community High School,6.571428571428571
X378,Icahn Charter School 2,8.238095238095237
X379,Jill Chaifetz Transfer High School,7.69811320754717
X380,Success Academy Charter School - Bronx 3,7.363636363636363
X381,Bronx Haven High School,7.193548387096774
X382,"Elementary School for Math, Science, and Technolog",7.352941176470588
X383,Emolior Academy,7.2
X384,Entrada Academy,7.8108108108108105
X385,Performance School,7.305555555555555
X386,School for Environmental Citizenship,7.352941176470588
X387,Brilla College Prep Charter School,7.543478260869565
X388,Pan American International High School at Monroe,7.666666666666667
X389,Bronx Global Learning Institute for Girls Charter,7.305555555555555
X390,M.S. 390,7.206896551724138
X391,The Angelo Patri Middle School,7.382352941176471
X392,Bronx Delta School,7.029411764705882
X393,University Prep Charter High School,7.7560975609756095
X394,Mott Haven Academy Charter School,7.71875
X395,"NYC Charter High School for Architecture, Engineer",7.375
X396,P.S. 396,7.206896551724138
X397,English Language Learners and International Suppor,7.875
X398,Bronx Community Charter School,7.8
X399,M.S. 399,7.666666666666667
X400,Morris Hs,7.391304347826087
X403,Bronx International High School,7.5
X404,School for Excellence,7.5
X405,Herbert H. Lehman High School,7.818181818181818
X407,Bronx Charter School for Children,7.543478260869565
X410,William Howard Taft Hs,6.96969696969697
X412,Bronx High School of Business,7.033333333333333
X413,Bronx High School for Medical Science,7.033333333333333
X414,Jonathan Levin High School for Media and Communica,7.033333333333333
X415,Christopher Columbus High School,7.466666666666667
X418,Bronx High School for the Visual Arts,7.617647058823529
X418,Bronx High School for the Visual Arts,7.617647058823529
X419,Bronx Academy of Promise Charter School,7.216216216216216
X422,Icahn Charter School 3,7.315789473684211
X424,The Hunts Point School,7.777777777777778
X425,Evander Childs High School,7.821428571428571
X427,Community School for Social Justice,7.612903225806452
X429,Charter High School for Law and Social Justice,7.15625
X430,Walton High School,7.956521739130435
X432,Bronx Bridges High School,6.571428571428571
X433,High School for Teaching and the Professions,8.0
X434,Belmont Preparatory High School,7.703703703703703
X435,Theodore Roosevelt Hs,7.6923076923076925
X437,Fordham High School for the Arts,7.703703703703703
X438,Fordham Leadership Academy,7.703703703703703
X439,Bronx High School for Law and Community Service,7.703703703703703
X440,DeWitt Clinton High School,7.090909090909091
X442,"Celia Cruz Bronx High School of Music, The",8.0
X443,The Family School,7.428571428571429
X445,The Bronx High School of Science,7.090909090909091
X446,Arturo A. Schomburg Satellite Academy Bronx,7.833333333333333
X447,Creston Academy,7.352941176470588
X448,Soundview Academy for Culture and Scholarship,7.9411764705882355
X449,Grant Avenue Elementary School,7.333333333333333
X450,Adlai E. Stevenson High School,6.666666666666667
X452,Gotham Collaborative High School,6.571428571428571
X454,Science and Technology Academy: A Mott Hall School,7.333333333333333
X455,Harry S Truman High School,7.911764705882353
X457,Sheridan Academy for Young Leaders,7.428571428571429
X458,Samara Community School,7.391304347826087
X459,East Fordham Academy for the Arts,7.666666666666667
X460,Atmosphere Charter School,8.0625
X461,Metropolitan Lighthouse Charter School,7.565217391304348
X462,Cornerstone Academy for Social Action Middle Schoo,7.833333333333333
X463,Urban Scholars Community School,7.5
X464,Success Academy Charter School - Bronx 4 - New Yor,7.9411764705882355
X465,Boys Preparatory Charter School of New York,7.342105263157895
X467,Mott Hall Community School,7.029411764705882
X468,Pelham Academy of Academics and Community Engageme,7.434782608695652
X469,P469X - The Bronx School for Continuous Learners,7.8
X470,South Bronx Hs,7.387096774193548
X471,American Dream Charter School,7.6923076923076925
X472,Family Life Academy Charter School III,7.533333333333333
X493,Success Academy Charter School - Bronx 1,7.4
X473,Mott Haven Village Preparatory High School,7.392857142857143
X475,John F. Kennedy High School,7.875
X477,Marble Hill High School for International Studies,7.875
X478,The Cinema School,7.666666666666667
X479,Bronx Career and College Preparatory High School,7.5675675675675675
X480,Bronx Regional High School,7.833333333333333
X481,The STEAM Bridge School,8.125
X482,Dr. Richard Izquierdo Health and Science Charter S,7.5675675675675675
X483,The Matilda Avenue School,7.653846153846154
X484,Bronx Charter School for Better Learning II,7.321428571428571
X486,Rosalyn Yalow Charter School,7.2105263157894735
X487,Girls Preparatory Charter School of the Bronx,7.783333333333333
X488,The Equality Charter School,7.384615384615385
X489,South Bronx Classical Charter School III,7.409090909090909
X491,Academic Leadership Charter School,7.864864864864865
X492,South Bronx Early College Academy Charter School,7.673076923076923
X494,Success Academy Charter School - Bronx 2,7.208333333333333
X495,University Heights Secondary School,7.392857142857143
X496,Icahn Charter School 4,7.315789473684211
X497,Storefront Academy Charter School,7.729166666666667
X498,P.S./M.S. 11X498 - Van Nest Academy,8.238095238095237
X500,Hostos-Lincoln Academy of Science,7.7560975609756095
X501,District 9 HS#1,7.033333333333333
X505,"Bronx School for Law, Government and Justice",7.333333333333333
X508,Bronxdale High School,7.466666666666667
X509,High School of Language and Innovation,7.466666666666667
X511,Bronx Envision Academy,7.35
X513,New World High School,7.12
X514,The Bronxwood Preparatory Academy,7.12
X517,Frederick Douglass Academy III Secondary School,7.5
X519,Felisa Rincon de Gautier Institute for Law and Pub,7.7936507936507935
X520,Foreign Language Academy of Global Studies,7.770833333333333
X521,The Metropolitan Soundview High School,7.666666666666667
X522,Bronx Design and Construction Academy,7.193548387096774
X524,Crotona International High School,7.423076923076923
X525,Bronx Leadership Academy High School,6.96969696969697
X527,Bronx Leadership Academy II High School,7.303030303030303
X529,One World Middle School at Edenwald,7.888888888888889
X530,Longwood Preparatory Academy,7.847222222222222
X531,Archer Elementary School,8.209302325581396
X532,Baychester Middle School,7.888888888888889
X536,P.S. 536,8.209302325581396
X537,Bronx Arena High School,7.7936507936507935
X538,Icahn Charter School 5,7.315789473684211
X539,New Visions Charter High School for Advanced Math,7.875
X540,School for Community Research and Learning,6.571428571428571
X541,Global Enterprise High School,7.466666666666667
X542,Pelham Preparatory Academy,7.466666666666667
X543,High School for Violin and Dance,7.5
X544,High School for Contemporary Arts,7.821428571428571
X545,Bronx Aerospace High School,7.821428571428571
X546,Bronx Theatre High School,7.875
X547,New Explorers High School,7.303030303030303
X548,Careers in Sports High School,7.303030303030303
X549,Discovery High School,8.0
X550,High School of World Cultures,7.666666666666667
X551,The Urban Assembly Bronx Academy of Letters,7.4
X553,New Visions Charter High School for the Humanities,7.875
X554,New York City Montessori Charter School,7.594594594594595
X555,Mount Eden Children's Academy,7.15
X556,Bronx Park Middle School,7.434782608695652
X557,Mott Haven Community High School,7.764705882352941
X558,Westchester Square Academy,7.818181818181818
X559,School for Tourism and Hospitality,7.685185185185185
X560,Bronx Academy High School,7.7936507936507935
X561,Bronx Compass High School,6.571428571428571
X562,Blueprint Middle School,8.407407407407407
X563,Collegiate Preparatory Academy At Longwood,7.847222222222222
X564,Claremont International HS,7.033333333333333
X565,High School for Energy and Technology,7.423076923076923
X566,Pelham Gardens Middle School,7.321428571428571
X567,Linden Tree Elementary School,8.266666666666667
X568,Young Women's Leadership School of the Bronx,7.083333333333333
X569,Throggs Neck High School,7.818181818181818
X570,Bronx Middle School Of Academic And Career Technol,7.071428571428571
X571,The College Avenue Academy,7.380952380952381
X572,Innovative School Of Excellence At The Angelo Patr,7.382352941176471
X574,Business Enterprise High School,7.033333333333333
X575,Norwood Academy Of Communal Excellence At The Isob,7.588235294117647
X575,Norwood Academy Of Communal Excellence At The Isob,7.588235294117647
X576,Bronx Institute For Automotive Technology,7.193548387096774
X577,East Fordham College & Career Preparatory High Sch,7.703703703703703
X578,NORTH BRONX ACADEMY,7.888888888888889
X579,Bronx Charter School for Excellence II,8.162790697674419
X581,South Bronx Community Charter School,7.303030303030303
X583,P.S. 583,8.052631578947368
X584,I.S. 584,7.7560975609756095
X585,Legacy College Preparatory,7.543478260869565
X586,Brilla Veritas Charter School,7.294117647058823
X587,NYC Autism Charter School Bronx,7.5
X588,South Bronx Classical Charter School IV,7.409090909090909
X589,Bronx Charter School for Excellence 3,7.483870967741935
X592,Amber Charter School II,7.882352941176471
X593,South Bronx International Middle School,7.363636363636363
X594,M.S. 594,7.363636363636363
X595,P.S. 595,6.904761904761905
X596,P.S. X596,7.911764705882353
X597,The Urban Assembly Charter School for Computer Sci,7.666666666666667
X598,KIPP Freedom Charter School,7.527777777777778
X599,Cardinal McCloskey Community Charter School,7.291666666666667
X600,Alfred E. Smith Career and Technical Education Hig,7.193548387096774
X606,Emblaze Academy Charter School,7.790123456790123
X608,Bronx Charter School for Excellence 4,7.483870967741935
X609,Zeta Charter Schools - New York City 2,7.466666666666667
X610,Urban Dove Team Charter School II,7.607843137254902
X611,AECI II: NYC Charter High School for Computer Engi,7.594594594594595
X612,Creo College Preparatory Charter School,7.2631578947368425
X613,Bold Charter School,7.783333333333333
X614,DREAM Mott Haven Charter School,7.264705882352941
X615,University Prep Charter Middle School,7.770833333333333
X616,KIPP Elements Primary Charter School,7.527777777777778
X617,KIPP All Charter School,7.527777777777778
X619,Bronx Arts and Science Charter School,7.96875
X620,Bronx Charter School for Excellence 5,7.035714285714286
X623,Neighborhood Charter School: Bronx,7.795454545454546
X650,Jane Addams High School for Academic Careers,7.685185185185185
X655,Samuel Gompers Career and Technical Education High,7.764705882352941
X660,Grace Dodge Career and Technical Education High Sc,7.423076923076923
X670,Health Opportunities High School,7.612903225806452
X680,Bronx Coalition Community High School,7.666666666666667
X682,Fannie Lou Hamer Freedom High School,7.578947368421052
X684,Wings Academy,7.75
X686,New School for Arts and Science,7.828571428571428
X690,Monroe Academy for Business/Law,7.666666666666667
X691,Bronx Little School,8.209302325581396
X692,Monroe Academy for Visual Arts & Design,7.666666666666667
X696,High School of American Studies at Lehman College,7.571428571428571
X696,High School of American Studies at Lehman College,7.571428571428571
X703,Bronx Preparatory Charter School,7.111111111111111
X704,KIPP Academy Charter School,7.264705882352941
X705,Family Life Academy Charter School,7.166666666666667
X706,Harriet Tubman Charter School,7.6
X717,Icahn Charter School,7.0
X718,Bronx Charter School for Better Learning,7.888888888888889
X721,P.S. X721 - Stephen McSweeney School,7.52
X723,P.S. 723,7.837837837837838
X729,Readnet Bronx Charter School,7.454545454545454
X730,Bronx Charter School for the Arts,7.828947368421052
X754,J. M. Rapport School Career Development,7.770833333333333
X811,P.S. X811,7.575
X811,P.S. X811,7.575
K001,P.S. 001 The Bergen,7.1466666666666665
K002,Parkside Preparatory Academy,7.675
K003,P.S. 003 The Bedford Village,7.923076923076923
K004,P.S. K004,7.796296296296297
K005,P.S. 005 Dr. Ronald McNair,7.545454545454546
K006,Norma Adams Clemons Academy,7.902439024390244
K007,P.S. 007 Abraham Lincoln,8.021052631578947
K008,P.S. 008 Robert Fulton,7.368852459016393
K009,P.S. 009 Teunis G. Bergen,7.354166666666667
K010,"Magnet School of Math, Science and Design Technolo",7.941860465116279
K011,P.S. 011 Purvis J. Behan,7.628571428571429
K012,Dr. Jacqueline Peek-Davis School,7.083333333333333
K013,P.S. 013 Roberto Clemente,7.572727272727272
K014,J.H.S. 014 Shell Bank,6.836363636363636
K314,PS 314 Luis Munoz Marin,7.828571428571428
K015,P.S. 015 Patrick F. Daly,7.464285714285714
K016,P.S. 016 Leonard Dunkly,7.655172413793103
K017,P.S. 017 Henry D. Woodworth,7.295454545454546
K018,P.S. 018 Edward Bush,7.283018867924528
K019,P.S. 019 Roberto Clemente,7.195121951219512
K020,P.S. 020 Clinton Hill,7.440677966101695
K021,P.S. 021 Crispus Attucks,7.454545454545454
K022,P.S. 022,7.571428571428571
K023,P.S. 023 Carter G. Woodson,7.666666666666667
K024,P.S. 024,7.093457943925234
K025,P.S. 025 Eubie Blake School,8.0
K026,P.S. 026 Jesse Owens,8.2
K026,P.S. 026 Jesse Owens,8.2
K027,Agnes Y. Humphrey School for Leadership,7.74375
K028,P.S. 028 The Warren Prep Academy,7.333333333333333
K029,P.S. 029 John M. Harrigan,7.853658536585366
K030,P.S./I.S. 30 Mary White Ovington,7.895522388059701
K031,P.S. 031 Samuel F. Dupont,7.333333333333333
K032,P.S. 032 Samuel Mills Sprole,7.857758620689655
K033,JHS 033 Mark Hopkins,7.75
K034,P.S. 034 Oliver H. Perry,7.388888888888889
K035,M.S. 035 Stephen Decatur,7.666666666666667
K036,P.S. 36,7.7317073170731705
K037,Beginning with Children Charter School II,7.264705882352941
K038,P.S. 038 The Pacific,7.673076923076923
K039,P.S. 039 Henry Bristow,7.836538461538462
K040,P.S. 040 George W. Carver,7.333333333333333
K041,P.S. 041 Francis White,7.388888888888889
K041,P.S. 041 Francis White,7.388888888888889
K044,P.S. 044 Marcus Garvey,7.714285714285714
K045,P.S./I.S. 045 Horace E. Greene,6.909090909090909
K046,P.S. 046 Edward C. Blum,7.532258064516129
K048,P.S. 048 Mapleton,7.938271604938271
K049,J.H.S. 049 William J. Gaynor,7.235294117647059
K050,J.H.S. 050 John D. Wells,7.184210526315789
K051,M.S. 51 William Alexander,7.6415094339622645
K052,P.S. 052 Sheepshead Bay,7.159090909090909
K053,P.S. K053,7.8352941176470585
K054,P.S. 054 Samuel C. Barnes,7.5
K055,I.S. 055 Ocean Hill Brownsville,6.67741935483871
K056,P.S. 056 Lewis H. Latimer,7.476190476190476
K057,Whitelaw Reid Academy of Arts and Business,8.25
K058,P.S. 058 The Carroll,7.769547325102881
K059,P.S. 059 William Floyd,7.9
K061,M.S. 061 Dr. Gladstone H. Atwell,7.882352941176471
K062,J.H.S. 062 Ditmas,7.810457516339869
K065,P.S. 065,7.920792079207921
K066,P.S. 66,7.576923076923077
K067,P.S. 067 Charles A. Dorsey,7.160714285714286
K068,I.S. 068 Isaac Bildersee,7.790322580645161
K069,P.S. 69 Vincent D. Grippo School,8.103703703703705
K069,P.S. 69 Vincent D. Grippo School,8.103703703703705
K071,Juan Morel Campos Secondary School,7.264705882352941
K072,P.S./I.S. 072 Annette P Goldman,7.6
K073,P.S. 073 Thomas S. Boyland,6.62962962962963
K075,P.S. 075 Mayda Cortiella,7.571428571428571
K077,P.S. K077,7.364705882352941
K078,J.H.S. 078 Roy H. Mann,7.375
K081,P.S. 081 Thaddeus Stevens,8.0
K084,P.S. 084 Jose De Diego,7.357142857142857
K086,P.S. 086 The Irvington,7.08
K088,J.H.S. 088 Peter Rouget,7.8352941176470585
K089,P.S. 089 Cypress Hills,7.563106796116505
K090,P.S. 90 Edna Cohen School,6.5
K091,P.S. 091 The Albany Avenue School,7.3076923076923075
K092,P.S. 092 Adrian Hegeman,7.681818181818182
K093,P.S. 093 William H. Prescott,8.047619047619047
K094,P.S. 094 The Henry Longfellow,7.637254901960785
K095,P.S. 095 The Gravesend,7.716666666666667
K096,I.S. 096 Seth Low,8.115646258503402
K097,P.S. 97 The Highlawn,7.916666666666667
K098,I.S. 98 Bay Academy,8.08108108108108
K099,P.S. 099 Isaac Asimov,7.839285714285714
K100,P.S. 100 The Coney Island School,7.0
K101,P.S. 101 The Verrazano,7.732824427480916
K102,P.S. 102 The Bayview,7.823529411764706
K103,Satellite Three,7.476190476190476
K104,P.S./I.S. 104 The Fort Hamilton School,7.465116279069767
K105,P.S. 105 The Blythebourne,7.798969072164948
K106,P.S. 106 Edward Everett Hale,7.4375
K107,P.S. 107 John W. Kimball,8.089655172413794
K108,P.S. 108 Sal Abbracciamento,7.943820224719101
K109,P.S. 109,7.735294117647059
K109,P.S. 109,7.735294117647059
K110,P.S. 110 The Monitor,7.3
K112,P.S. 112 Lefferts Park,8.038022813688213
K113,M.S. 113 Ronald Edmonds Learning Center,7.405797101449275
K114,P.S. 114 Ryder Elementary,7.617021276595745
K115,P.S. 115 Daniel Mucatel School,7.8
K116,P.S. 116 Elizabeth L Farrell,7.512195121951219
K117,J.H.S. 117 Francis Scott Key,7.631578947368421
K118,The Maurice Sendak Community School,7.837209302325581
K119,P.S. 119 Amersfort,7.8
K120,P.S. 120 Carlos Tapia,7.888888888888889
K121,P.S. 121 Nelson A. Rockefeller,7.865979381443299
K122,Pathways in Technology Early College High School (,8.058823529411764
K123,P.S. 123 Suydam,7.052631578947368
K124,P.S. 124 Silas B. Dutcher,7.805555555555555
K125,Success Academy Charter School - Bed-Stuy 2,7.9
K126,John Ericsson Middle School 126,7.046511627906977
K127,P.S. 127 Mckinley Park,7.980582524271845
K128,P.S. 128 Bensonhurst,8.004347826086956
K129,Success Academy Charter School - Cobble Hill,7.895348837209302
K130,P.S. 130 The Parkside,7.979381443298969
K131,P.S. 131 Brooklyn,7.7625
K132,P.S. 132 The Conselyea School,7.212765957446808
K133,P.S. 133 William A. Butler,7.553571428571429
K134,P.S. K134,7.885416666666667
K135,P.S. 135 Sheldon A. Brookner,7.695652173913044
K136,I.S. 136 Charles O. Dewey,7.043956043956044
K137,P.S./I.S. 137 Rachel Jean Mitchell,7.6
K138,P.S. 138 Brooklyn,8.185185185185185
K138,P.S. 138 Brooklyn,8.185185185185185
K139,P.S. 139 Alexine A. Fenty,7.741573033707865
K140,P.S. K140,8.071428571428571
K141,P.S. K141,7.675
K142,JHS 142,7.816901408450704
K143,M.S. 143 Performing & Fine Arts,7.777777777777778
K145,P.S. 145 Andrew Jackson,7.928571428571429
K146,"The Brooklyn New School, P.S. 146",7.8125
K147,P.S. 147 Isaac Remsen,7.238095238095238
K149,P.S. 149 Danny Kaye,7.393700787401575
K150,P.S. 150 Christopher,7.287356321839081
K151,P.S. 151 Lyndon B. Johnson,7.4523809523809526
K152,School of Science & Technology,7.828828828828829
K152,School of Science & Technology,7.828828828828829
K153,P.S. 153 Homecrest,7.444444444444445
K154,The Windsor Terrace School,8.064705882352941
K155,P.S./ I.S. 155 Nicholas Herkimer,6.946428571428571
