location_code,location_name,average_rating
M353,New Heights Academy Charter School,7.333333333333333
M355,Ross Global Academy Charter School,7.0
M357,Success Academy Charter School - Harlem 6,7.9411764705882355
M358,Success Academy Charter School - Hudson Yards,7.604651162790698
M361,The Children's Workshop School,7.035714285714286
M362,Columbia Secondary School,8.0
M362,Columbia Secondary School,8.0
M363,Neighborhood School,6.968253968253968
M364,Earth School,7.2
M366,Washington Heights Academy,7.669291338582677
M367,Academy for Social Action,7.9411764705882355
M368,Hamilton Heights School,7.4
M369,Urban Assembly School for the Performing Arts,7.9411764705882355
M370,IS 370m Learning Project Ms,7.0
M372,Esperanza Preparatory Academy,7.333333333333333
M373,Zeta Charter Schools - New York City 1,7.58252427184466
M374,Gramercy Arts High School,7.044943820224719
M375,Mosaic Preparatory Academy,7.636363636363637
M376,NYC iSchool,7.052631578947368
M377,Renaissance School of the Arts,7.222222222222222
M378,School for Global Leaders,7.414285714285715
M380,Harlem Village Academy West 2 Charter School,8.0
M381,Global Neighborhood Secondary School,7.4
M382,DREAM Charter School,7.285714285714286
M383,Storefront Academy Harlem Charter School,7.357142857142857
M384,Success Academy Charter School - Harlem 2,7.5
M385,Success Academy Charter School - Harlem 3,6.0
M386,Success Academy Charter School - Harlem 4,7.818181818181818
M388,St. HOPE Leadership Academy Charter School,7.9
M392,Manhattan Business Academy,7.5875
M393,Business Of Sports School,7.675
M394,Emma Lazarus High School,7.558441558441558
M397,Spruce Street School,7.413793103448276
M399,The High School For Language And Diplomacy,7.044943820224719
M400,High School for Environmental Studies,7.6923076923076925
M400,High School for Environmental Studies,7.6923076923076925
M401,Hospital Schools,6.754098360655738
M402,The Urban Assembly School for Green Careers,8.0
M403,The Global Learning Collaborative,8.0
M404,Innovation Diploma Plus,8.0
M406,Global Technology Preparatory,7.416666666666667
M407,Institute for Collaborative Education,7.084507042253521
M408,Professional Performing Arts High School,7.51063829787234
M409,Coalition School for Social Change,7.636363636363637
M410,The Urban Assembly Institute for New Technologies,7.9411764705882355
M411,Baruch College Campus High School,7.230769230769231
M412,N.Y.C. Lab School for Collaborative Studies,7.5227272727272725
M413,School of the Future High School,7.144444444444445
M414,N.Y.C. Museum School,7.5227272727272725
M415,Wadleigh Secondary School for the Performing & Vis,7.7894736842105265
M416,Eleanor Roosevelt High School,8.285714285714286
M417,Frank McCourt High School,8.0
M418,Millennium High School,7.464285714285714
M419,Landmark High School,7.5875
M420,High School for Health Professions and Human Servi,7.084507042253521
M421,West Prep Academy,7.733333333333333
M422,Quest to Learn,7.5875
M423,High School for Excellence and Innovation,7.608
M425,Leadership and Public Service High School,7.4411764705882355
M427,Manhattan Academy For Arts & Language,7.2105263157894735
M429,Legacy School for Integrated Studies,7.165217391304348
M430,The Equity Project Charter School (TEP),7.702290076335878
M432,Murray Hill Academy,7.2105263157894735
M433,Renaissance Charter High School for Innovation,6.0
M435,Manhattan Center for Science and Mathematics,7.666666666666667
M436,New School HS D5,7.423076923076923
M437,Hudson High School of Learning Technologies,7.5875
M438,International High School at Union Square,7.044943820224719
M439,Manhattan Village Academy,7.287128712871287
M440,Bayard Rustin Educational Complex,7.5875
M442,"Ballet Tech, NYC Public School for Dance",7.069565217391304
M445,Seward Park Hs,7.45945945945946
M448,University Neighborhood High School,7.022222222222222
M449,Vanguard High School,7.823529411764706
M450,East Side Community School,7.0
M452,P.S. 452,7.8
M458,Forsyth Satellite Academy,7.117647058823529
M459,Manhattan International High School,7.823529411764706
M460,Washington Irving High School,7.044943820224719
M462,The College Academy,7.702290076335878
M463,High School for Media and Communications,7.702290076335878
M467,High School for Law and Public Service,7.702290076335878
M468,High School for Health Careers and Sciences,7.702290076335878
M469,Choir Academy of Harlem,7.423076923076923
M470,Louis D. Brandeis High School,8.0
M475,Stuyvesant High School,7.521739130434782
M478,Inwood Academy for Leadership Charter School,7.656
M479,Beacon High School,7.735294117647059
M479,Beacon High School,7.735294117647059
M481,Democracy Prep Harlem Charter School,7.909090909090909
M482,Success Academy Charter School - Harlem 5,7.566666666666666
M483,New York French American Charter School,7.958333333333333
M485,Fiorello H. LaGuardia High School of Music & Art a,7.777777777777778
M489,High School of Economics and Finance,7.342105263157895
M490,Martin Luther King Hs,7.8
M492,"High School for Law, Advocacy and Community Justic",7.777777777777778
M494,High School of Arts and Technology,7.777777777777778
M495,Park East High School,7.214285714285714
M497,Central Park East I,7.4
M499,Frederick Douglass Academy,7.305555555555555
M500,Unity Center for Urban Technologies,7.2105263157894735
M501,Home Instruction,6.754098360655738
M505,Edward A. Reynolds West Side High School,7.6923076923076925
M507,Urban Assembly Gateway School for Technology,7.675
M509,Marta Valle High School,7.414285714285715
M513,Castle Bridge School,7.5625
M514,New Design Middle School,7.875
M515,Lower East Side Preparatory High School,7.414285714285715
M517,Teachers College Community School,8.071428571428571
M518,East Harlem Scholars Academy Charter School,6.9
M519,Talent Unlimited High School,7.823529411764706
M520,Murry Bergtraum High School for Business Careers,7.493150684931507
M522,Broome Street Academy Charter School,6.947368421052632
M523,Success Academy Charter School - Upper West,8.0
M524,Innovate Manhattan Charter School,7.321428571428571
M527,P.S. 527 - East Side School for Social Action,7.434782608695652
M528,I.S. 528 Bea Fuller Rodgers School,7.494623655913978
M529,Jacqueline Kennedy Onassis High School,7.411764705882353
M530,Project Blend,7.118421052631579
M531,Repertory Company High School for Theatre Arts,7.344444444444444
M532,People's School Of The Arts,7.8
M533,Union Square Academy for Health Sciences,7.044943820224719
M534,Harvest Collegiate High School,7.165217391304348
M535,Park West High School,7.771428571428571
M536,Creative Digital Minds High School,7.675
M539,"New Explorations into Science, Technology and Math",7.392857142857143
M540,A. Philip Randolph Campus High School,7.7894736842105265
M541,Manhattan / Hunter Science High School,7.777777777777778
M542,Manhattan Bridges High School,7.764705882352941
M543,New Design High School,7.45945945945946
M544,Independence High School,7.6923076923076925
M544,Independence High School,7.6923076923076925
M545,High School for Dual Language and Asian Studies,7.45945945945946
M546,Academy for Software Engineering,7.044943820224719
M550,Liberty High School Academy for Newcomers,7.408163265306122
M551,Urban Assembly New York Harbor School,
M551,Urban Assembly New York Harbor School,
M552,Gregorio Luperon High School for Science and Mathe,7.402597402597403
M555,Central Park East High School,7.4
M560,High School M560 - City As School,7.125
M560,High School M560 - City As School,7.125
M565,Urban Academy Laboratory High School,7.823529411764706
M570,Satellite Academy High School,7.333333333333333
M573,Borough Academies,7.6521739130434785
M575,Manhattan Comprehensive Night and Day High School,7.04
M580,Richard R. Green High School of Teaching,7.444444444444445
M580,Richard R. Green High School of Teaching,7.444444444444445
M586,Harvey Milk High School,7.107142857142857
M600,The High School of Fashion Industries,7.371794871794871
M605,Humanities Preparatory Academy,7.5875
M610,Young Women's Leadership School,7.266666666666667
M615,Chelsea Career and Technical Education High School,7.052631578947368
M620,Norman Thomas High School,7.2105263157894735
M625,High School of Graphic Communication Arts,7.675
M630,Art and Design High School,7.440677966101695
M635,Academy of Environmental Science Secondary High Sc,6.0
M650,Cascades High School,7.117647058823529
M655,Life Sciences Secondary School,7.444444444444445
M670,Thurgood Marshall Academy for Learning and Social,7.916666666666667
M680,"Heritage School, The",7.3125
M685,Bread & Roses Integrated Arts High School,7.8
M690,School for the Physical City High School,7.165217391304348
M692,"High School for Mathematics, Science and Engineeri",7.590909090909091
M695,Urban Peace Academy,7.636363636363637
M696,Bard High School Early College,7.404255319148936
M701,J A Reisenbach Charter School,7.869565217391305
M702,Sisulu-Walker Charter School of Harlem,7.882352941176471
M704,Harbor Science and Arts Charter School,7.5
M705,Amber Charter School,7.153846153846154
M707,John V. Lindsay Wildcat Academy Charter School,7.3478260869565215
M708,Harlem Prep Charter School,7.642857142857143
M709,Harlem Village Academy West Charter School,7.6
M721,P.S. M721 - Manhattan Occupational Training Center,7.125
M721,P.S. M721 - Manhattan Occupational Training Center,7.125
M726,KIPP STAR College Prep Charter School,8.0
M726,KIPP STAR College Prep Charter School,8.0
M751,Manhattan School for Career Development,6.714285714285714
M811,P.S. M811 - Mickey Mantle School,8.5
M825,Isaac Newton Middle School for Math & Science,7.666666666666667
M839,Tompkins Square Middle School,7.2
M859,Special Music School,7.8
M860,Frederick Douglass Academy II Secondary School,7.7894736842105265
M861,Future Leaders Institute Charter School,8.08695652173913
M862,Mott Hall II,7.583333333333333
M896,Lower Manhattan Community Middle School,7.444444444444445
M896,Lower Manhattan Community Middle School,7.444444444444445
M933,City Knoll Middle School,7.6
M964,Central Park East II,5.333333333333333
Q002,P.S. 002 Alfred Zimberg,7.177777777777778
Q004,P.S. Q004,7.296296296296297
Q005,I.S. 5 - The Walter Crowley Intermediate School,7.125
Q007,P.S. 007 Louis F. Simeone,7.0625
Q008,J.H.S. 008 Richard S. Grossley,7.502958579881657
Q009,P.S. 009,7.071428571428571
Q010,I.S. 010 Horace Greeley,7.12
Q011,P.S. 011 Kathryn Phelan,8.176470588235293
Q012,P.S. 012 James B. Colgate,7.233333333333333
Q013,P.S. 013 Clement C. Moore,7.363636363636363
Q014,P.S. 014 Fairview,7.086956521739131
Q015,P.S. 015 Jackie Robinson,7.055555555555555
Q016,P.S. Q016 The Nancy DeBenedittis School,7.4
Q017,P.S. 017 Henry David Thoreau,6.619047619047619
Q018,P.S. 018 Winchester,7.408450704225352
Q019,P.S. 019 Marino Jeantet,7.476190476190476
Q020,P.S. 020 John Bowne,7.527777777777778
Q021,P.S. 021 Edward Hart,6.5058823529411764
Q022,P.S. 022 Thomas Jefferson,6.970588235294118
Q023,P.S. Q023 @ Queens Children Center,7.714285714285714
Q024,P.S. 024 Andrew Jackson,7.166666666666667
Q024,P.S. 024 Andrew Jackson,7.166666666666667
Q025,I.S. 025 Adrien Block,6.8
Q026,P.S. 026 Rufus King,7.0
Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,6.833333333333333
Q029,P.S. 029 Queens,5.927272727272728
Q030,P.S. 030 Queens,6.504854368932039
Q031,P.S. 031 Bayside,6.883211678832117
Q032,P.S. 032 State Street,7.031746031746032
Q033,P.S. 033 Edward M. Funk,7.3478260869565215
Q034,P.S. 034 John Harvard,6.632258064516129
Q035,P.S. 035 Nathaniel Woodhull,6.828571428571428
Q036,P.S. 036 Saint Albans School,7.577464788732394
Q037,Cynthia Jenkins School,7.314814814814815
Q038,P.S. 038 Rosedale,7.19672131147541
Q040,P.S. 040 Samuel Huntington,7.304
Q041,P.S. 041 Crocheron,6.808035714285714
Q042,P.S./M.S 042 R. Vernam,7.275862068965517
Q043,P.S. 043,6.983050847457627
Q045,P.S. 045 Clarence Witherspoon,6.403225806451613
Q046,P.S. 046 Alley Pond,7.459016393442623
Q047,P.S. 047 Chris Galas,8.0
Q048,P.S. 048 William Wordsworth,7.285714285714286
Q049,P.S. 049 Dorothy Bonawit Kole,7.324324324324325
Q050,P.S. 050 Talfourd Lawn Elementary School,7.181818181818182
Q051,P.S. 051,8.196428571428571
Q052,P.S. 052 Queens,7.575757575757576
X177,Mott Hall Charter School,7.0588235294117645
Q053,M.S. 053 Brian Piccolo,7.0701754385964914
Q054,P.S. 054 Hillside,7.967741935483871
Q055,P.S. 055 Maure,7.213114754098361
Q056,P.S. 056 Harry Eichler,8.206896551724139
Q058,P.S. 58 - The School of Heroes,7.174603174603175
Q059,I.S. 059 Springfield Gardens,7.122448979591836
Q060,P.S. 060 Woodhaven,8.057142857142857
Q061,I.S. 061 Leonardo Da Vinci,7.172413793103448
Q062,P. S. 62 - Chester Park School,7.5636363636363635
Q063,P.S. 063 Old South,7.559701492537314
Q064,P.S. 064 Joseph P. Addabbo,7.518248175182482
Q065,P.S. 65 - The Raymond York Elementary School,7.317647058823529
Q066,P.S. 066 Jacqueline Kennedy Onassis,8.14516129032258
Q067,J.H.S. 067 Louis Pasteur,6.705882352941177
Q068,P.S. 068 Cambridge,7.541666666666667
Q069,P.S. 069 Jackson Heights,7.714285714285714
Q070,P.S. 070,6.631578947368421
Q070,P.S. 070,6.631578947368421
Q071,P.S. 071 Forest,7.536231884057971
Q072,Catherine & Count Basie Middle School 72,6.628571428571429
Q073,I.S. 73 - The Frank Sansivieri Intermediate School,7.119402985074627
Q074,J.H.S. 074 Nathaniel Hawthorne,7.5625
Q075,Robert E. Peary School,7.573170731707317
Q076,P.S. 076 William Hallet,7.571428571428571
Q077,I.S. 077,7.654761904761905
Q078,P.S./I.S. 78Q,7.096774193548387
Q079,P.S. 079 Francis Lewis,7.526011560693641
Q080,PS 80  The Thurgood Marshall Magnet School of Mult,6.926829268292683
Q081,P.S. 81Q Jean Paul Richter,7.218390804597701
Q342,Rochdale Early Advantage Charter School,6.431372549019608
Q082,P.S. 082 Hammond,6.956521739130435
Q083,Central Queens Academy Charter School,7.304347826086956
Q084,P.S. 084 Steinway,6.703703703703703
Q085,P.S. 085 Judge Charles Vallone,6.394736842105263
Q086,P.S. Q086,7.046153846153846
Q087,P.S./I.S. 087 Middle Village,7.2
Q088,P.S. 088 Seneca,7.701030927835052
Q089,P.S. 089 Elmhurst,7.333333333333333
Q090,P.S. 090 Horace Mann,8.192982456140351
Q091,P.S. 091 Richard Arkwright,7.508771929824562
Q092,P.S. 092 Harry T. Stewart Sr.,7.659574468085107
Q093,I.S. 093 Ridgewood,7.589147286821706
Q094,P.S. 094 David D. Porter,8.217391304347826
Q095,P.S. 095 Eastwood,7.098214285714286
Q096,P.S. 096,7.059523809523809
Q097,P.S. 097 Forest Park,7.702702702702703
Q098,P.S. 098 The Douglaston School,8.21875
Q099,P.S. 099 Kew Gardens,8.11111111111111
Q100,P.S. 100 Glen Morris,6.838383838383838
Q101,P.S. 101 School in the Gardens,7.428571428571429
Q102,P.S. 102 Bayview,7.695652173913044
Q104,P.S. 104 The Bays Water,7.026315789473684
Q105,P.S. 105 The Bay School,7.515625
Q106,Lighthouse Elementary School,7.358974358974359
Q107,P.S. 107 Thomas A Dooley,7.181818181818182
Q108,P.S. 108 Captain Vincent G. Fowler,7.107142857142857
Q109,Jean Nuzzi Intermediate School,6.921686746987952
Q110,P.S. 110,7.315789473684211
Q111,P.S. 111 Jacob Blackwell,7.444444444444445
Q112,P.S. 112 Dutch Kills,7.551724137931035
Q113,P.S./I.S. 113 Anthony J. Pranzo,7.212765957446808
Q114,P.S./M.S. 114 Belle Harbor,8.0
Q115,The James J. Ambrose School,7.833333333333333
Q116,P.S./I.S. 116 William C. Hughley,7.417142857142857
Q117,P.S. 117 J. Keld / Briarwood School,7.285714285714286
Q118,P.S. 118 Lorraine Hansberry,7.574468085106383
Q119,P.S./I.S. 119 The Glendale,7.25
Q120,P.S. 120 Queens,7.076923076923077
Q121,P.S. 121 Queens,6.91919191919192
Q122,P.S. 122 Mamie Fay,6.466666666666667
Q123,P.S. 123,6.836363636363636
Q124,P.S. 124 Osmond A Church,6.851851851851852
Q125,I.S. 125 Thom J. McCann Woodside,6.5
Q126,Albert Shanker School for Visual and Performing Ar,6.536585365853658
Q127,P.S. 127 Aerospace Science Magnet School,7.408450704225352
Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",7.391304347826087
Q129,P.S. 129 Patricia Larkin,6.170454545454546
Q130,P.S. 130,6.6644736842105265
Q131,P.S. 131 Abigail Adams,6.9491525423728815
Q132,P.S. 132 Ralph Bunche,7.127272727272727
Q133,P.S. 133 Queens,7.536585365853658
Q134,P.S. 134 Hollis,6.870748299319728
Q135,The Bellaire School,7.085714285714285
Q136,P.S. 136 Roy Wilkins,7.169642857142857
Q137,M.S. 137 America's School of Heroes,7.587155963302752
Q138,P.S./M.S. 138 Sunrise,6.390243902439025
Q139,P.S. 139 Rego Park,7.545454545454546
Q364,Academy Of Humanities And Applied Science At The W,7.823529411764706
Q140,P.S. 140 Edward K Ellington,7.194630872483222
Q141,I.S. 141 The Steinway,6.761904761904762
Q143,P.S. 143 Louis Armstrong,7.153846153846154
Q144,P.S. 144 Col Jeromus Remsen,7.045454545454546
Q145,I.S. 145 Joseph Pulitzer,7.862068965517241
Q146,P.S. 146 Howard Beach,7.814285714285714
Q147,P.S./M.S. 147 Ronald McNair,6.95483870967742
Q148,P.S. 148 Queens,7.4520547945205475
Q149,P.S. 149 Christa McAuliffe,7.492063492063492
Q150,P.S. 150 Queens,7.75
Q151,P.S. 151 Mary D. Carter,7.346153846153846
Q152,P.S. 152 Gwendoline N. Alleyne School,8.176470588235293
Q153,P.S. 153 Maspeth Elem,7.451388888888889
Q154,P.S. 154 Queens,6.571428571428571
Q155,P.S. 155,6.923076923076923
Q156,P.S. 156 Laurelton,6.859375
Q157,J.H.S. 157 Stephen A. Halsey,7.321428571428571
Q158,M.S. 158 Marie Curie,6.926829268292683
Q159,P.S. 159,6.888888888888889
Q160,P.S. 160 Walter Francis Bishop,7.2
Q161,P.S. 161 Arthur Ashe School,6.857142857142857
Q162,P.S. 162 John Golden,7.226415094339623
Q163,P.S. 163 Flushing Heights,7.8
Q164,P.S. 164 Queens Valley,6.95
Q165,P.S. 165 Edith K. Bergtraum,6.818181818181818
Q166,P.S. 166 Henry Gradstein,7.333333333333333
Q167,Metropolitan Expeditionary Learning School,6.909090909090909
Q168,JHS 168 The Parsons,6.684210526315789
Q169,P.S. 169 Bay Terrace,7.3584905660377355
Q170,Peninsula Preparatory Academy Charter School,7.111111111111111
Q171,P.S. 171 Peter G. Van Alst,6.5813953488372094
Q172,Irwin Altman Middle School 172,7.769230769230769
Q173,P.S. 173 Fresh Meadows,7.6
Q174,P.S. 174 William Sidney Mount,7.5
Q175,P.S. 175 The Lynn Gross Discovery School,7.333333333333333
Q176,P.S. 176 Cambria Heights,7.655737704918033
Q177,P.S. Q177,7.566666666666666
Q178,P.S./ IS 178 Holliswood,7.0
Q180,MS 180 Gerald R. Dever Ms,8.0
Q181,P.S. 181 Brookfield,5.725
Q182,P.S. 182 Samantha Smith,7.073529411764706
Q183,P.S. 183 Dr. Richard R. Green,6.7
Q184,P.S. 184 Flushing Manor,7.766355140186916
Q185,J.H.S. 185 Edward Bleeker,6.511627906976744
Q186,P.S. 186 Castlewood,7.714285714285714
Q188,P.S. 188 Kingsbury,6.9393939393939394
Q189,J.H.S. 189 Daniel Carter Beard,7.65625
Q190,J.H.S. 190 Russell Sage,7.571428571428571
Q191,P.S. 191 Mayflower,7.6923076923076925
Q192,I.S. 192 The Linden,6.88622754491018
Q193,P.S. 193 Alfred J. Kennedy,7.661016949152542
Q194,J.H.S. 194 William Carr,7.735099337748345
Q195,P.S. 195 William Haberle,6.160714285714286
Q196,P.S. 196 Grand Central Parkway,7.071428571428571
Q197,P.S. 197 The Ocean School,7.096153846153846
Q198,JHS 198 Benjamin N Cardozo,7.683333333333334
Q199,P.S. 199 Maurice A. Fitzgerald,7.105263157894737
Q200,P.S./M.S. 200 - The Magnet School of Global Studie,7.523809523809524
Q365,Global Scholars Academies Of Long Island City,6.605263157894737
Q201,P.S. 201 The Discovery School for Inquiry and Rese,7.1875
Q202,J.H.S. 202 Robert H. Goddard,7.518518518518518
Q203,P.S. 203 Oakland Gardens,7.336734693877551
Q204,I.S. 204 Oliver W. Holmes,7.44
Q205,P.S. 205 Alexander Graham Bell,6.951219512195122
Q206,P.S. 206 The Horace Harding School,7.423076923076923
Q206,P.S. 206 The Horace Harding School,7.423076923076923
Q207,P.S. 207 Rockwood Park,7.473684210526316
Q208,P.S./I.S. 208,7.6
Q209,P.S. 209 Clearview Gardens,8.08
Q210,J.H.S. 210 Elizabeth Blackwell,7.524390243902439
Q211,Elm Tree Elementary School,7.172413793103448
Q212,P.S. 212,7.666666666666667
Q213,P.S. 213 The Carl Ullman School,7.029411764705882
Q214,P.S. 214 Cadwallader Colden,6.631578947368421
Q215,P.S. 215 Lucretia Mott,7.0
Q216,J.H.S. 216 George J. Ryan,7.571428571428571
Q217,J.H.S. 217 Robert A. Van Wyck,7.2
Q219,P.S. 219 Paul Klapper,6.814814814814815
Q220,P.S. 220 Edward Mandel,7.0476190476190474
Q221,P.S. 221 The North Hills School,7.0
Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,7.666666666666667
Q223,P.S. 223 Lyndon B. Johnson,6.476190476190476
Q224,P.S. Q224,7.714285714285714
Q225,P.S. 225 Seaside,8.0
Q226,J.H.S. 226 Virgil I. Grissom,6.956521739130435
Q227,I.S. 227 Louis Armstrong,7.424657534246576
Q228,The Ivan Lafayette Early Childhood School of the A,7.434782608695652
Q228,The Ivan Lafayette Early Childhood School of the A,7.434782608695652
Q229,P.S. 229 Emanuel Kaplan,6.965116279069767
Q230,I.S. 230,8.0
Q231,I.S. 231 Magnetech 2000,7.184615384615385
Q232,P.S. 232 Lindenwood,7.734939759036145
Q233,P.S. Q233,6.909090909090909
Q234,P.S. 234,6.625
Q234,P.S. 234,6.625
Q235,Academy for New Americans,6.625
Q235,Academy for New Americans,6.625
Q236,International High School for Health Sciences,7.214285714285714
Q237,I.S. 237,6.933333333333334
Q238,I.S. 238 - Susan B. Anthony Academy,7.052631578947368
Q239,P.S. 239,7.606741573033708
Q240,Veritas Academy,7.017241379310345
Q241,Queens High School for Language Studies,7.017241379310345
Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,7.036585365853658
Q243,Institute for Health Professions at Cambria Height,7.045454545454546
Q244,The Active Learning Elementary School,7.5
Q248,Queens Preparatory Academy,7.056338028169014
Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,6.777777777777778
Q251,P.S. 251 Queens,7.184615384615385
Q252,"Queens School of Inquiry, The",6.777777777777778
Q253,P.S. 253,7.02
Q254,P.S. 254 - The Rosa Parks School,8.228070175438596
Q255,P.S. Q255,6.777777777777778
Q256,P.S. Q256,
Q258,Energy Tech High School,7.44
Q259,Pathways College Preparatory School: A College Boa,6.88622754491018
Q260,Frederick Douglass Academy VI High School,7.109589041095891
Q261,Voyages Prep - South Queens,6.421686746987952
Q262,Channel View School for Research,8.0
Q263,Flushing International High School,7.65625
Q264,Academy of Finance and Enterprise,7.393939393939394
Q265,Excelsior Preparatory High School,7.056338028169014
Q266,P.S./I.S. 266,7.25
Q267,High School of Applied Communication,7.393939393939394
Q268,P.S./I.S. 268,7.1171875
Q270,The Gordon Parks School,7.2
Q272,George Washington Carver High School for the Scien,7.056338028169014
Q273,P.S. 273,8.140350877192983
Q274,Langston Hughes High School For Communication Arts,7.0
Q277,The Riverview School,6.363636363636363
Q280,P.S. 280,7.842105263157895
Q281,East-West School of International Studies,6.933333333333334
Q282,Knowledge and Power Preparatory Academy VI,7.109589041095891
Q283,Preparatory Academy for Writers: A College Board S,7.056338028169014
Q284,York Early College Academy,7.502958579881657
Q285,World Journalism Preparatory: A College Board Scho,6.8
Q286,"Young Women's Leadership School, Astoria",6.488372093023256
Q287,The Emerson School,7.502958579881657
Q289,Queens United Middle School,6.859375
Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,7.346774193548387
Q291,Hunters Point Community Middle School,7.176470588235294
Q293,Civic Leadership Academy,7.25
Q294,BELL Academy,7.3584905660377355
Q295,P.S./I.S. 295,6.7542857142857144
Q296,Pan American International High School,7.25
Q297,Hawtree Creek Middle School,6.956521739130435
Q298,Middle Village Prep Charter School,7.551020408163265
Q299,Bard High School Early College Queens,7.393939393939394
Q300,The 30th Avenue School (G&T Citywide),6.619047619047619
Q301,Academy for Careers in Television and Film,7.176470588235294
Q302,"Queens High School for Information, Research, and",7.109589041095891
Q303,The Academy for Excellence through the Arts,7.375
Q304,VOICE Charter School of New York,7.565217391304348
Q304,VOICE Charter School of New York,7.565217391304348
Q305,Learners and Leaders,7.397260273972603
Q306,New York City Academy for Discovery,8.23404255319149
Q307,Pioneer Academy,7.476190476190476
Q308,Robert H. Goddard High School of Communication Art,7.518518518518518
Q309,Academy of Medical Technology: A College Board Sch,7.109589041095891
Q366,College And Career Academies High School At Newtow,7.214285714285714
Q310,Queens Collegiate: A College Board School,6.9655172413793105
Q311,Corona Arts & Sciences Academy,7.315789473684211
Q311,Corona Arts & Sciences Academy,7.315789473684211
Q312,Jamaica Children's School,7.304
Q313,Benjamin Franklin High School for Finance & Inform,7.045454545454546
Q314,Epic High School - South,6.956521739130435
Q315,Business Technology Early College High School,7.153846153846154
Q316,Queens Explorers Elementary School,7.5813953488372094
Q317,Waterside Children's Studio School,8.0
Q318,Waterside School For Leadership,8.0
Q319,Village Academy,7.0701754385964914
Q320,New Visions Charter High School for Advanced Math,6.421686746987952
Q321,Growing Up Green Charter School,7.433333333333334
Q323,Scholars' Academy,8.0
Q388,New Dawn Charter High School II,7.085106382978723
Q324,Rockaway Park High School for Environmental Sustai,8.0
Q325,Hillside Arts & Letters Academy,6.9655172413793105
Q326,Cambria Heights Academy,7.125
Q327,Eagle Academy for Young Men III,7.3375
Q328,High School for Community Leadership,6.9655172413793105
Q329,East Elmhurst Community School,7.418918918918919
Q330,Helen M. Marshall School,7.75
Q332,Redwood Middle School,6.628571428571429
Q333,Goldie Maple Academy,7.677966101694915
Q334,Epic High School - North,7.571428571428571
Q337,Success Academy Charter School - Rosedale - New Yo,6.191780821917808
Q338,Queens Satellite High School for Opportunity,7.022471910112359
Q339,Success Academy Charter School - Springfield Garde,7.122448979591836
Q340,Challenge Preparatory Charter School,7.205128205128205
Q341,Riverton Street Charter School,7.27536231884058
Q343,The Children's Lab School,7.333333333333333
Q346,New HS at Q400 (August Martin),6.421686746987952
Q349,The Queens School for Leadership and Excellence,6.957894736842105
Q350,Jamaica Gateway to the Sciences,6.9655172413793105
Q351,Rockaway Collegiate High School,8.0
Q352,District 27 MS#1,7.275862068965517
Q354,The Jermaine L. Green STEM Institute of Queens,6.504854368932039
Q355,Collaborative Arts Middle School,7.184615384615385
Q356,Community Voices Middle School,7.184615384615385
Q358,M.S. 358,6.957894736842105
Q359,Academy of the City Charter School,7.833333333333333
Q360,P.S. 360,7.019230769230769
Q361,The Woodside Community School,8.055555555555555
Q362,Wave Preparatory Elementary School,7.0
Q363,RUPERT B. THOMAS ACADEMY AT THE FLUSHING CAMPUS,7.017241379310345
Q368,School Of Opportunities At The August Martin Campu,6.421686746987952
Q369,21ST CENTURY SCHOOL OF RICHMOND HILL,8.2
Q370,Future Leaders High School At The John Adams Campu,7.5978260869565215
Q370,Future Leaders High School At The John Adams Campu,7.5978260869565215
Q372,Growing Up Green Charter School II,7.35
Q373,New Visions Charter High School for the Humanities,8.0
Q374,Success Academy Charter School - South Jamaica,7.184210526315789
Q375,Success Academy Charter School - Far Rockaway,7.0701754385964914
Q376,P.S. 376,7.008196721311475
Q377,P.S. 377,7.706896551724138
Q377,P.S. 377,7.706896551724138
Q379,College Point Collaborative,6.401515151515151
Q380,Forte Preparatory Academy Charter School,7.913043478260869
Q384,P.S. 384,7.282051282051282
Q385,Elm Community Charter School,6.425
Q386,Our World Neighborhood Charter School 2,7.485074626865671
Q387,Valence College Preparatory Charter School,7.378378378378378
Q398,P.S. 398,8.176470588235293
Q400,August Martin High School,6.421686746987952
Q410,Beach Channel High School,8.0
Q415,Benjamin N. Cardozo High School,7.314606741573034
Q420,Springfield Gardens Hs,7.0
Q425,John Bowne High School,6.814814814814815
Q430,Francis Lewis High School,7.7
Q435,Martin Van Buren High School,7.153846153846154
Q440,Forest Hills High School,7.181818181818182
Q445,William Cullen Bryant High School,7.823529411764706
Q450,Long Island City High School,6.605263157894737
Q455,Newtown High School,7.214285714285714
Q460,Flushing High School,7.017241379310345
Q465,Far Rockaway High School,7.109589041095891
Q470,Jamaica High School,6.9655172413793105
X002,P.S. 002 Morrisania,7.0588235294117645
Q475,Richmond Hill High School,8.2
Q480,John Adams High School,7.5978260869565215
Q480,John Adams High School,7.5978260869565215
Q485,Grover Cleveland High School,7.483333333333333
Q492,"Mathematics, Science Research and Technology Magne",7.045454545454546
Q494,"Law, Government and Community Service High School",7.045454545454546
Q495,Bayside High School,6.958477508650519
